6117	YeniseyskAirport	Yeniseysk	Russia	EIE	UNII	58.4742012	92.11250305	253	7	N	Asia/Krasnoyarsk	airport	OurAirports
6785	BursaYenişehirAirport	Yenisehir	Turkey	YEI	LTBR	40.25519943	29.56259918	764	3	E	Europe/Istanbul	airport	OurAirports
8336	YengemaAirport	Yengema	SierraLeone	WYE	GFYE	8.610469818	-11.04539967	1300	0	U	Africa/Freetown	airport	OurAirports
2096	PrinceAbdulmohsinBinAbdulazizAirport	Yenbo	SaudiArabia	YNB	OEYN	24.144199	38.0634	26	3	U	Asia/Riyadh	airport	OurAirports
196	YellowknifeAirport	Yellowknife	Canada	YZF	CYZF	62.46279907	-114.4400024	675	-7	A	America/Edmonton	airport	OurAirports
7485	UktusAirport	Yekaterinburg	Russia	\N	USSK	56.7016983	60.79000092	643	5	N	Asia/Yekaterinburg	airport	OurAirports
2975	KoltsovoAirport	Yekaterinburg	Russia	SVX	USSS	56.74309921	60.80270004	764	5	N	Asia/Yekaterinburg	airport	OurAirports
7428	YeiAirport	Yei	Sudan	\N	HSYE	4.130281601	30.72807312	2000	3	U	Africa/Juba	airport	OurAirports
2383	YecheonAirbase	Yechon	SouthKorea	YEC	RKTY	36.630373	128.34971	354	9	U	Asia/Seoul	airport	OurAirports
8069	YeAirport	Ye	Burma	XYE	VYYE	15.30000019	97.86699677	30	6.5	U	Asia/Rangoon	airport	OurAirports
2164	ShahidSadooghiAirport	Yazd	Iran	AZD	OIYY	31.9048996	54.2765007	4054	3.5	E	Asia/Tehran	airport	OurAirports
7547	YasoujAirport	Yasuj	Iran	YES	OISY	30.70050049	51.54510117	5939	3.5	U	Asia/Tehran	airport	OurAirports
13602	YasawaIslandAirport	YasawaIsland	Fiji	YAS	NFSW	-16.75889969	177.5449982	37	12	Z	\N	airport	OurAirports
8406	YarramAirport	Yarram	Australia	\N	YYRM	-38.56669998	146.7550049	15	10	O	Australia/Hobart	airport	OurAirports
6940	TunoshnaAirport	Yaroslavl	Russia	IAR	UUDL	57.56069946	40.15739822	287	3	N	Europe/Moscow	airport	OurAirports
7521	YarmouthAirport	Yarmouth	Canada	YQI	CYQI	43.82690048	-66.08809662	141	-4	A	America/Halifax	airport	OurAirports
13485	YeerqiangAirport	Yarkant	China	QSZ	ZWSC	38.281055	77.075192	4232	8	N	\N	airport	OurAirports
2258	YapInternationalAirport	Yap	Micronesia	YAP	PTYA	9.49891	138.082993	91	10	U	Pacific/Truk	airport	OurAirports
4161	YaoundéNsimalenInternationalAirport	Yaounde	Cameroon	NSI	FKYS	3.722559929	11.5532999	2278	1	N	Africa/Douala	airport	OurAirports
904	YaoundéAirport	Yaounde	Cameroon	YAO	FKKY	3.83604002	11.52350044	2464	1	N	Africa/Douala	airport	OurAirports
3392	YantaiLaishanAirport	Yantai	China	YNT	ZSYT	37.40169907	121.3720016	59	8	U	Asia/Shanghai	airport	OurAirports
8958	ChanGurneyMunicipalAirport	Yankton	UnitedStates	YKN	KYKN	42.91669846	-97.3859024	1306	-6	A	America/Chicago	airport	OurAirports
6414	YanjiChaoyangchuanAirport	Yanji	China	YNJ	ZYYJ	42.88280106	129.451004	624	8	U	Asia/Shanghai	airport	OurAirports
8876	YangzhouTaizhouAirport	Yangzhou	China	YTY	ZSYA	32.5634	119.7198	7	8	N	Asia/Shanghai	airport	OurAirports
3239	YangonInternationalAirport	Yangon	Burma	RGN	VYYY	16.90730095	96.1332016	109	6.5	U	Asia/Rangoon	airport	OurAirports
7619	YandinaAirport	Yandina	SolomonIslands	XYA	AGGY	-9.092816	159.21841	60	11	U	Pacific/Guadalcanal	airport	OurAirports
6393	YanchengAirport	Yancheng	China	YNZ	ZSYN	33.425833	120.203056	0	8	U	Asia/Shanghai	airport	OurAirports
6367	Yan'anErshilipuAirport	Yan'an	China	ENY	ZLYA	36.636902	109.554001	3100	8	U	Asia/Shanghai	airport	OurAirports
259	YamoussoukroAirport	Yamoussoukro	Coted'Ivoire	ASK	DIYO	6.903170109	-5.365580082	699	0	N	Africa/Abidjan	airport	OurAirports
6340	YamIslandAirport	YamIsland	Australia	XMY	YYMI	-9.901109695	142.776001	0	10	O	Australia/Brisbane	airport	OurAirports
13430	YamburgAirport	Yamburg	Russia	\N	USMQ	67.986664	75.099998	108	5	N	\N	airport	OurAirports
14088	BezmerAirBase	Yambol	Bulgaria	JAM	LBIA	42.45489883	26.35219955	509	\N	\N	\N	airport	OurAirports
2296	YamaguchiUbeAirport	Yamaguchi	Japan	UBJ	RJDC	33.93000031	131.279007	23	9	U	Asia/Tokyo	airport	OurAirports
2341	YamagataAirport	Yamagata	Japan	GAJ	RJSC	38.41189957	140.3710022	353	9	U	Asia/Tokyo	airport	OurAirports
1712	YalovaAirport	Yalova	Turkey	\N	LTBP	40.68439865	29.3757	6	3	E	Europe/Istanbul	airport	OurAirports
8472	YalataMissionAirport	Yalata	Australia	KYI	YYTA	-31.47060013	131.8249969	0	9.5	O	Australia/Adelaide	airport	OurAirports
8780	MaganAirport	Yakutsk	Russia	GYG	UEMM	62.103484	129.545288	577	9	N	Asia/Yakutsk	airport	OurAirports
2923	YakutskAirport	Yakutsk	Russia	YKS	UEEE	62.09329987	129.7709961	325	9	N	Asia/Yakutsk	airport	OurAirports
6092	PolyarnyAirport	Yakutia	Russia	PYJ	UERP	66.40039825	112.0299988	1660	9	N	Asia/Yakutsk	airport	OurAirports
6803	YakutatAirport	Yakutat	UnitedStates	YAK	PAYA	59.50329971	-139.6600037	33	-9	A	America/Anchorage	airport	OurAirports
2303	YakushimaAirport	Yakushima	Japan	KUM	RJFC	30.38559914	130.6589966	124	9	U	Asia/Tokyo	airport	OurAirports
5779	YakimaAirTerminalMcAllisterField	Yakima	UnitedStates	YKM	KYKM	46.56819916	-120.5439987	1099	-8	A	America/LosAngeles	airport	OurAirports
7198	YakatagaAirport	Yakataga	UnitedStates	CYT	PACY	60.080974	-142.494541	12	-9	A	America/Anchorage	airport	OurAirports
2325	ShizuhamaAirport	Yaizu	Japan	\N	RJNY	34.81280136	138.2980042	23	9	U	Asia/Tokyo	airport	OurAirports
2772	YacuibaAirport	Yacuiba	Bolivia	BYC	SLYA	-21.96089935	-63.65169907	2112	-4	U	America/LaPaz	airport	OurAirports
4149	XuzhouGuanyinAirport	Xuzhou	China	XUZ	ZSXZ	34.059056	117.555278	0	8	U	Asia/Shanghai	airport	OurAirports
13494	XinzhouWutaishanAirport	Xinzhou	China	WUT	ZBXZ	38.597456	112.969173	2527	8	N	\N	airport	OurAirports
9386	XinyuanNalatiAirport	Xinyuan	China	NLT	ZWNL	43.4318	83.3786	3050	8	U	Asia/Shanghai	airport	OurAirports
6366	XiningCaojiabuAirport	Xining	China	XNN	ZLXN	36.5275	102.042999	7119	8	U	Asia/Shanghai	airport	OurAirports
7506	XingyiAirport	Xingyi	China	ACX	ZUYI	25.08638889	104.9594444	4150	8	U	Asia/Shanghai	airport	OurAirports
14092	XingchengAirBase	Xingcheng	China	XEN	ZYXC	40.58029938	120.697998	30	\N	\N	\N	airport	OurAirports
6350	XilinhotAirport	Xilinhot	China	XIL	ZBXH	43.91559982	115.9639969	0	8	U	Asia/Shanghai	airport	OurAirports
3396	XichangQingshanAirport	Xichang	China	XIC	ZUXC	27.9890995	102.1839981	5112	8	U	Asia/Shanghai	airport	OurAirports
6360	XiangyangLiujiAirport	Xiangfan	China	XFN	ZHXF	32.1506	112.291	0	8	U	Asia/Shanghai	airport	OurAirports
3379	Xi'anXianyangInternationalAirport	Xi'an	China	XIY	ZLXY	34.447102	108.751999	1572	8	U	Asia/Shanghai	airport	OurAirports
3383	XiamenGaoqiInternationalAirport	Xiamen	China	XMN	ZSAM	24.54400063	118.1279984	59	8	U	Asia/Shanghai	airport	OurAirports
9311	GannanXiaheAirport	Xiahecity	China	GXH	ZLXH	34.8105	102.6447	10510	8	N	Asia/Shanghai	airport	OurAirports
7052	Xi'anXiguanAirport	Xi\'AN	China	SIA	ZLSN	34.376701	109.120003	0	8	U	Asia/Shanghai	airport	OurAirports
962	XangongoAirport	Xangongo	Angola	XGN	FNXA	-16.7553997	14.96529961	3635	1	N	Africa/Luanda	airport	OurAirports
559	RAFWyton	Wyton	UnitedKingdom	QUY	EGUY	52.35720062	-0.107832998	135	0	E	Europe/London	airport	OurAirports
8476	WyndhamAirport	Wyndham	Australia	WYN	YWYM	-15.51140022	128.1529999	14	8	U	Australia/Perth	airport	OurAirports
7804	WycombeAirPark	Wycombe	UnitedKingdom	HYC	EGTB	51.61169815	-0.80833298	515	0	E	Europe/London	airport	OurAirports
6744	WuzhouChangzhoudaoAirport	Wuzhou	China	WUZ	ZGWZ	23.456699	111.248001	89	8	U	Asia/Shanghai	airport	OurAirports
6391	NanpingWuyishanAirport	Wuyishan	China	WUS	ZSWY	27.7019	118.000999	614	8	U	Asia/Shanghai	airport	OurAirports
6390	SunanShuofangInternationalAirport	Wuxi	China	WUX	ZSWX	31.49440002	120.4290009	24	8	U	Asia/Shanghai	airport	OurAirports
777	WunstorfAirBase	Wunstorf	Germany	\N	ETNW	52.457298	9.42717	187	1	E	Europe/Berlin	airport	OurAirports
5466	WunnuminLakeAirport	WunnuminLake	Canada	WNN	CKL3	52.89390182	-89.28919983	819	-5	A	America/Toronto	airport	OurAirports
13211	UlanqabJiningAirport	Wulanchabu	China	UCB	ZBUC	41.129722	113.108056	0	8	N	\N	airport	OurAirports
3376	WuhanTianheInternationalAirport	Wuhan	China	WUH	ZHHH	30.7838	114.208	113	8	U	Asia/Shanghai	airport	OurAirports
6955	WuhaiAirport	Wuhai	China	WUA	ZBUH	39.7934	106.7993	3650	8	U	Asia/Shanghai	airport	OurAirports
7538	Würzburg-SchenkenturmAirport	Wuerzburg	Germany	\N	EDFW	49.81778	9.8975	991	1	E	Europe/Berlin	airport	OurAirports
13479	WudalianchiDeduAirport	Wudalianchi	China	DTU	ZYDU	48.445	126.133	984	8	N	\N	airport	OurAirports
9808	WauchulaMunicipalAirport	Wuchula	UnitedStates	\N	KCHN	27.51490021	-81.88050079	106	-5	A	America/NewYork	airport	OurAirports
680	CopernicusWrocławAirport	Wroclaw	Poland	WRO	EPWR	51.10269928	16.88579941	404	1	E	Europe/Warsaw	airport	OurAirports
163	WrigleyAirport	Wrigley	Canada	YWY	CYWY	63.20940018	-123.4369965	489	-7	A	America/Edmonton	airport	OurAirports
3655	McGuireAirForceBase	Wrightstown	UnitedStates	WRI	KWRI	40.0155983	-74.59169769	131	-5	A	America/NewYork	airport	OurAirports
3632	WrightAAF(FortStewart)/MidcoastRegionalAirport	Wright	UnitedStates	LIY	KLHW	31.889099	-81.562303	45	-5	A	America/NewYork	airport	OurAirports
5969	WrangellAirport	Wrangell	UnitedStates	WRG	PAWG	56.48429871	-132.3699951	49	-9	A	America/Anchorage	airport	OurAirports
358	WormsAirport	Worms	Germany	\N	EDFV	49.606945	8.368333	295	1	E	Europe/Berlin	airport	OurAirports
5777	WorlandMunicipalAirport	Worland	UnitedStates	WRL	KWRL	43.96569824	-107.9509964	4227	-7	A	America/Denver	airport	OurAirports
6426	WorcesterRegionalAirport	Worcester	UnitedStates	ORH	KORH	42.26729965	-71.8757019	1009	-5	A	America/NewYork	airport	OurAirports
3352	WoomeraAirfield	Woomera	Australia	UMR	YPWR	-31.14419937	136.8170013	548	9.5	O	Australia/Adelaide	airport	OurAirports
